"DENOMINACION","tipo","regimen","localidad","LATITUD","LONGITUD"
"CENTRE PRIV. ED. INF. 1ER CICLE PETER PAN","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.358943,-0.481538
"CENTRE PRIV. ED. INF. 1ER CICLE COLORÍN COLORADO","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.357727,-0.480118
"CENTRE PRIV. ED. INF. 1ER CICLE NINÓN","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.328527,-0.515751
"CENTRE PRIV. ED. INF. 1ER CICLE LA MAR SALADA CONDOMINA","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.364238,-0.423043
"CENTRE PRIV. ED. INF. 1ER CICLE MICKEY","centre privat d'educació infantil de primer cicle","priv.","SANT VICENT DEL RASPEIG",38.396072,-0.514057
"CENTRE PRIVAT ÁNGEL DE LA GUARDA III","centre privat de batxillerat","priv.","ALACANT",38.367057,-0.454508
"CENTRE PRIV. ED. INF. 1ER CICLE EL ALMENDRO","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.360903,-0.488267
"CENTRE PRIV. ED. INF. 1ER CICLE ACUARELAS","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.341822,-0.510837
"CENTRE PRIV. ED. INF. 1ER CICLE BRITANIA","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.367078,-0.431862
"CENTRE ENSENYAMENTS ESPORTIUS LOPE DE VEGA DEPORTIVO","centre autoritzat d'ensenyaments esportius","priv.","BENIDORM",38.543439,-0.103021
"CENTRE PRIV. ED. INF. 1ER CICLE EL COLE DE PATE","centre privat d'educació infantil de primer cicle","priv.","VILA JOIOSA (LA)",38.512932,-0.22861
"CENTRO PRIV. ED. INF. 1ER CICLO TU CASITA","centre privat d'educació infantil de primer cicle","priv.","DOLORES",38.141873,-0.767957
"CENTRE PRIV. ED. INF. 1ER CICLE CAP I CUA","centre privat d'educació infantil de primer cicle","priv.","PETRER",38.482133,-0.775174
"CENTRE PRIVAT FP IG FORMACIÓN","centre privat formació professional específica","priv.","ALACANT",38.346591,-0.49559
"ESCOLA PRIVADA DE MÚSICA LA NOVA DE BENIDORM","escola privada de música","priv.","BENIDORM",38.545027,-0.135473
"CENTRE PRIV. ED. INF. 1ER CICLE L'ALMAFRÀ","centre privat d'educació infantil de primer cicle","priv.","BENIDORM",38.568401,-0.093566
"CENTRE PRIV. ED. INF. 1ER CICLE COLE COLE","centre privat d'educació infantil de primer cicle","priv.","VILA JOIOSA (LA)",38.512428,-0.23264
"CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA","centre privat d'educació infantil de primer cicle","priv.","ELX",38.268511,-0.682839
"CENTRE PRIV. ED. INF. 1ER CICLE SANTA MARÍA","centre privat d'educació infantil de primer cicle","priv.","DÉNIA",38.830103,0.118216
"CENTRO PRIV. ED. INF. 1ER CICLO TABATA","centre privat d'educació infantil de primer cicle","priv.","ASPE",38.339669,-0.76378
"ESCUELA PRIVADA DE MÚSICA IRMGARD BECK","escola privada de música","priv.","SAN MIGUEL DE SALINAS",37.979809,-0.791713
"CENTRE PRIV. ED. INF. 1ER CICLE VIRGEN DE LOS LIRIOS","centre privat d'educació infantil de primer cicle","priv.","ALCOI",38.693509,-0.474955
"CENTRE PRIV. ED. INF. 1ER CICLE NENS","centre privat d'educació infantil de primer cicle","priv.","MURO DE ALCOY",38.781341,-0.439517
"ESCUELA PRIVADA DE MÚSICA S.UNIÓN MUSICAL Y ARTÍSTICA DE SAX","escola privada de música","priv.","SAX",38.537059,-0.81728
"CRA SELLA-ORXETA-RELLEU","col·legi rural agrupat","púb.","RELLEU",38.58609,-0.311362
"CENTRE PRIV. ED. INF. 1ER CICLE A-E-I-O-U","centre privat d'educació infantil de primer cicle","priv.","SANT VICENT DEL RASPEIG",38.396331,-0.522201
"CENTRE PRIV. ED. INF. 1ER CICLE BAMBI","centre privat d'educació infantil de primer cicle","priv.","SANT VICENT DEL RASPEIG",38.394411,-0.526578
"CENTRE ENS. PROFESSIONALS DE MÚSICA ALTER MUSICI","centre autoritzat d'ensenyances artístiques professionals de música","priv.","ALACANT",38.356923,-0.506557
"CENTRE PRIV. ED. INF. 1ER CICLE MI COLE","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.36544,-0.490086
"CENTRO PRIV. ED. INF. 1ER CICLO LA PRADERA","centre privat d'educació infantil de primer cicle","priv.","PILAR DE LA HORADADA",37.860478,-0.786027
"CENTRO PRIV. ED. INF. 1ER CICLO EL CATXIRULO","centre privat d'educació infantil de primer cicle","priv.","ALBATERA",38.181137,-0.874778
"CENTRO PRIV. ED. INF. 1ER CICLO DUENDES","centre privat d'educació infantil de primer cicle","priv.","ELDA",38.475088,-0.791209
"CENTRE PRIV. ED. INF. 1ER CICLE CHIQUITOS","centre privat d'educació infantil de primer cicle","priv.","ALCOI",38.708922,-0.467318
"CENTRE ENSENYAMENTS ESPORTIUS ACADEF","centre autoritzat d'ensenyaments esportius","priv.","ALACANT",38.36236,-0.501593
"CENTRE ENSENYAMENTS ESPORTIUS FEMECV","centre autoritzat d'ensenyaments esportius","priv.","ELX",38.276176,-0.69165
"CENTRE PRIV. ED. INF. 1ER CICLE LUMIÈRE","centre privat d'educació infantil de primer cicle","priv.","CAMPELLO (EL)",38.409785,-0.407655
"CENTRO PRIV. ED. INF. 1ER CICLO BUHITOS","centre privat d'educació infantil de primer cicle","priv.","PILAR DE LA HORADADA",37.861935,-0.788993
"CENTRE PRIV. ED. INFANTIL CICLE NURSERY SCHOOL ANGELETS","centre privat d'educació infantil","priv.","SANTA POLA",38.197973,-0.56264
"E. DE DANSA MUNICIPAL DEL POBLE NOU DE BENITATXELL","escola pública de dansa","púb.","POBLE NOU DE BENITATXELL (EL)",38.731133,0.142846
"CENTRE PRIV. ED. INF. 1ER CICLE PETITS","centre privat d'educació infantil de primer cicle","priv.","SANT VICENT DEL RASPEIG",38.401083,-0.522265
"CENTRE PRIV. ED. INF. 1ER CICLE EL CASTELLET","centre privat d'educació infantil de primer cicle","priv.","DÉNIA",38.844613,0.106803
"CENTRE PRIV. ED. INF. 1ER CICLE LITTLE FRIENDS","centre privat d'educació infantil de primer cicle","priv.","PETRER",38.483996,-0.77948
"CENTRE PRIV. ED. INF. 1ER CICLE ELS DONYETS","centre privat d'educació infantil de primer cicle","priv.","VILA JOIOSA (LA)",38.510257,-0.226343
"CENTRE PRIV. ED. INF. 1ER CICLE KID'S GARDEN","centre privat d'educació infantil de primer cicle","priv.","ELX",38.275578,-0.66945
"C. EXTRANJERO EL LIMONAR INTERNATIONAL SCHOOL VILLAMARTÍN","centre docent privat estranger","priv.","SAN MIGUEL DE SALINAS",37.9455,-0.775105
"CENTRE PRIV. ED. INF. 1ER CICLE DUENDES JUNIOR","centre privat d'educació infantil de primer cicle","priv.","SANT VICENT DEL RASPEIG",38.400722,-0.519718
"CENTRE PRIV. ED. INF. 1ER CICLE LITTLETOWN","centre privat d'educació infantil de primer cicle","priv.","VILA JOIOSA (LA)",38.511851,-0.232317
"CENTRE PRIV. ED. INF. 1ER CICLE NIÑO JESÚS","centre privat d'educació infantil de primer cicle","priv.","NOVELDA",38.381522,-0.774559
"CENTRO PRIV. ED. INF. 1ER CICLO LA CASITA BILINGUAL SCHOOL","centre privat d'educació infantil de primer cicle","priv.","TORREVIEJA",38.01161,-0.695892
"ESCOLA PRIVADA DE MÚSICA I DANSA CLAU DE FA","escola privada de música i dansa","priv.","CALP",38.645702,0.044239
"CENTRE PRIV. ED. INF. 1ER CICLE BOMBONETS","centre privat d'educació infantil de primer cicle","priv.","DÉNIA",38.839745,0.100759
"CENTRO PRIV. ED. INF. 1ER CICLO FUN GARDEN","centre privat d'educació infantil de primer cicle","priv.","ASPE",38.338206,-0.765278
"ESCUELA PRIVADA DE MÚSICA UNIÓN MUSICAL TORREVEJENSE","escola privada de música","priv.","TORREVIEJA",37.979189,-0.680957
"CENTRE PRIV. ED. INF. 1ER CICLE NANOS 2","centre privat d'educació infantil de primer cicle","priv.","NOVELDA",38.388041,-0.760715
"CENTRO PRIV. ED. INF. 1ER CICLO LAS CASITAS","centre privat d'educació infantil de primer cicle","priv.","ALMORADÍ",38.11831,-0.786323
"CENTRE PRIV. ED. INF. 1ER CICLE LITTLE LAND","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.395109,-0.489229
"CENTRE ENSENYAMENTS ESPORTIUS ALTORENDIMIENTO","centre autoritzat d'ensenyaments esportius","priv.","ALCOI",38.705352,-0.473265
"ESCOLA PRIVADA DE MÚSICA LÓPEZ CABRERA ESPAI DE MÚSICA JOVE","escola privada de música","priv.","VERGER (EL)",38.841529,0.015431
"ESCOLA PRIVADA DE MÚSICA L'HARMONIA","escola privada de música","priv.","ALACANT",38.36017,-0.489604
"EI 1ER CICLE MINI-MON","escola infantil de primer cicle","púb.","ALTEA",38.605529,-0.04814
"CENTRE PRIV. ED. INF. 1ER CICLE BOLQUERETS","centre privat d'educació infantil de primer cicle","priv.","ORBA",38.781528,-0.063037
"ESCOLA PRIVADA DE MÚSICA RAFAEL SEGURA GALÁN","escola privada de música","priv.","VILLAFRANQUEZA",38.384669,-0.492128
"CENTRE PRIV. ED. INF. 1ER CICLE KID'S GARDEN","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.359823,-0.431768
"CENTRE PRIV. ED. INF. 1ER CICLE CHILDREN ISLA TABARCA","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.331295,-0.507917
"CENTRE ENSENYAMENTS ESPORTIUS AFENTD","centre autoritzat d'ensenyaments esportius","priv.","ALACANT",38.35177,-0.504738
"CENTRE PRIVAT FP IT METAL","centre privat formació professional específica","priv.","ALACANT",38.337718,-0.516617
"CENTRO PRIV. ED. INF. 1ER CICLO LA NONNA BILINGUAL SCHOOL","centre privat d'educació infantil de primer cicle","priv.","SAN MIGUEL DE SALINAS",37.980403,-0.787336
"CEE PÚB. EL SOMNI","centre d'educació especial","púb.","SANT JOAN D'ALACANT",38.390156,-0.437704
"ESCUELA PRIVADA DE MÚSICA UNIÓN MUSICAL SAN BARTOLOMÉ","escola privada de música","priv.","SAN BARTOLOMÉ",38.096374,-0.861888
"ESCUELA PRIVADA DE MÚSICA S. M. Y CULT. VIRGEN DE LAS NIEVES","escola privada de música","priv.","ASPE",38.344028,-0.770028
"ESCOLA PRIVADA DE MÚSICA ORQUESTA SINFÓNICA ALCOYANA","escola privada de música","priv.","ALCOI",38.698027,-0.473048
"CENTRE PRIV. ED. INF. 1ER CICLE COTTON ALTABIX","centre privat d'educació infantil de primer cicle","priv.","ELX",38.273099,-0.670971
"CENTRE ENSENYAMENTS ESPORTIUS GM FOOTBALL ACADEMY","centre autoritzat d'ensenyaments esportius","priv.","ELX",38.268469,-0.671915
"CENTRE PRIV. ED. INF. 1ER CICLE ACUARELAS 2","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.330687,-0.514823
"CENTRE ENSENYAMENTS ESPORTIUS FUTCOACH10 FORMACIÓN","centre autoritzat d'ensenyaments esportius","priv.","ELX",38.27391,-0.68392
"CENTRE ENSENYAMENTS ESPORTIUS TÉCNICOS DE FÚTBOL DÉNIA","centre autoritzat d'ensenyaments esportius","priv.","DÉNIA",38.83105,0.117191
"ESCUELA DE MÚSICA S. M. CIUDAD DE TORREVIEJA LOS SALEROSOS","escola privada de música","priv.","TORREVIEJA",37.979315,-0.682762
"CENTRE PRIV. ED. INF. 1ER CICLE PRINCESA MERCEDES BABEL","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.338863,-0.505325
"ESCOLA PRIVADA DE MÚSICA BENEIXAMA-CAMP DE MIRRA","escola privada de música","priv.","CAMP DE MIRRA (EL)",38.687535,-0.776151
"ESCUELA PRIVADA DE MÚSICA SOCIEDAD MUSICAL RUPERTO CHAPÍ","escola privada de música","priv.","VILLENA",38.638258,-0.86789
"CENTRE PRIV. ED. INF. 1ER CICLE MAPA DE ADA I MONTESSORI","centre privat d'educació infantil de primer cicle","priv.","ORXETA",38.550189,-0.26315
"CENTRE PRIV. ED. INF. 1ER CICLE DOODLES","centre privat d'educació infantil de primer cicle","priv.","ELX",38.264173,-0.707371
"CENTRE PRIV. ED. INF. 1ER CICLE EL NANO","centre privat d'educació infantil de primer cicle","priv.","ALFÀS DEL PI (L')",38.581749,-0.104439
"CENTRO PRIV. ED. INF. 1ER CICLO EL CAMINO","centre privat d'educació infantil de primer cicle","priv.","CATRAL",38.157223,-0.80306
"ESCOLA PRIVADA DE MÚSICA A TEMPO","escola privada de música","priv.","ORXA (L')",38.842525,-0.310509
"CEIP LES ARRELS","col·legi d'educació infantil i primària","púb.","ELX",38.263977,-0.677998
"CENTRE PRIV. ED. INF. 1ER CICLE XIULET","centre privat d'educació infantil de primer cicle","priv.","GATA DE GORGOS",38.775087,0.088497
"CENTRO PRIV. ED. INF. 1ER CICLO LA GRANOTA VERDA","centre privat d'educació infantil de primer cicle","priv.","TORREVIEJA",37.984148,-0.677569
"CRA RIU SERPIS","col·legi rural agrupat","púb.","ORXA (L')",38.844053,-0.30943
"CEIP LA LLAURIA","col·legi d'educació infantil i primària","púb.","CASTALLA",38.59694,-0.67207
"CENTRE ENS. PROFESSIONALS DE DANSA  A3 DANZA","centre autoritzat d'ensenyances artístiques professionals de dansa","priv.","ALCOI",38.713204,-0.465798
"CENTRE ENSENYAMENTS ESPORTIUS ALICANTE ÉLITE SPORT","centre autoritzat d'ensenyaments esportius","priv.","ALACANT",38.356923,-0.506557
"CENTRE PRIV. ED. INF. 1ER CICLE CHUPETINES","centre privat d'educació infantil de primer cicle","priv.","ELX",38.264599,-0.673585
"CENTRO PRIV. ED. INF. 1ER CICLO ACUARELAS","centre privat d'educació infantil de primer cicle","priv.","VILLENA",38.637506,-0.869067
"CENTRO PRIV. ED. INF. 1ER CICLO MY FIRST SCHOOL","centre privat d'educació infantil de primer cicle","priv.","SAX",38.534278,-0.823055
"CENTRE PRIV. ED. INF. 1ER CICLE LA CASITA DEL RELOJ","centre privat d'educació infantil de primer cicle","priv.","ELX",38.266549,-0.680727
"CENTRE PRIV. ED. INF. 1ER CICLE LA CARRASCA","centre privat d'educació infantil de primer cicle","priv.","IBI",38.619082,-0.575783
"CENTRE ESTRANGER ALTEA INTERNATIONAL SCHOOL","centre docent privat estranger","priv.","ALFÀS DEL PI (L')",38.605055,-0.104078
"ESCOLA PRIVADA DE MÚSICA  AGRUPACIÓN MUSICAL","escola privada de música","priv.","GUARDAMAR DEL SEGURA",38.085532,-0.650381
"IES GRAN ALACANT","institut d'educació secundària","púb.","SANTA POLA",38.223187,-0.520305
"CENTRE ESTRANGER FEDA MADRID","centre docent privat estranger","priv.","ELX",38.270311,-0.700866
"ESCOLA PRIVADA DE MÚSICA TINA FERRE","escola privada de música","priv.","BANYERES DE MARIOLA",38.716032,-0.657925
"ESCOLA PRIVADA DE MÚSICA","escola privada de música","priv.","RELLEU",38.589287,-0.312685
"CENTRE PRIV. ED. INF. 1ER CICLE GOOGIE'S","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.383443,-0.415621
"CENTRE PRIV. ED. INF. 1ER CICLE MIMITOS","centre privat d'educació infantil de primer cicle","priv.","TEULADA",38.678788,0.108434
"CENTRE PRIV. ED. INF. 1ER CICLE ÁNGELES CUSTODIOS","centre privat d'educació infantil de primer cicle","priv.","XIXONA",38.542628,-0.506109
"CENTRO PRIV. ED. INF. 1ER CICLO TALENTOS","centre privat d'educació infantil de primer cicle","priv.","ELDA",38.474012,-0.791965
"CENTRE PRIV. ED. INF. 1ER CICLE MY BIG KINGDOM","centre privat d'educació infantil de primer cicle","priv.","BENIDORM",38.543084,-0.123772
"CENTRE PRIV. ED. INF. 1ER CICLE MINI EDUCA +","centre privat d'educació infantil de primer cicle","priv.","ALTET (EL)",38.272224,-0.538458
"CENTRE PRIV. ED. INF. 1ER CICLE LOS GIRASOLES ALEJANDRÍA","centre privat d'educació infantil de primer cicle","priv.","TORRELLANO",38.290073,-0.585874
"CRA TERRA DE RIURAUS","col·legi rural agrupat","púb.","LLÍBER",38.742678,0.007821
"ESCOLA PRIVADA DE MÚSICA TALLER DE MÚSICA CASTELL VERMELL","escola privada de música","priv.","IBI",38.626876,-0.569847
"ESCOLA PRIVADA DE MÚSICA","escola privada de música","priv.","MUTXAMEL",38.415494,-0.445338
"ESCUELA PRIVADA DE MÚSICA Y DANZA  ACAMDO","escola privada de música i dansa","priv.","ORIHUELA",38.083517,-0.949728
"CENTRE PRIV. ED. INF. 1ER CICLE EL RIUET","centre privat d'educació infantil de primer cicle","priv.","XÀBIA",38.785702,0.172243
"CENTRE PRIVAT FP MEDAC ALICANTE","centre privat formació professional específica","priv.","ALACANT",38.338813,-0.515546
"CENTRO EXTRANJERO PHOENIX INTERNATIONAL SCHOOL","centre docent privat estranger","priv.","SAN MIGUEL DE SALINAS",37.955189,-0.79804
"ESCOLA PRIVADA DE MÚSICA CODA","escola privada de música","priv.","GATA DE GORGOS",38.771802,0.084168
"CENTRE PRIV. ED. INF. 1ER CICLE LA PETITA ESCOLA","centre privat d'educació infantil de primer cicle","priv.","ELX",38.296137,-0.609509
"CENTRE ESTRANGER THE LADY ELIZABETH SCHOOL SENIOR","centre docent privat estranger","priv.","POBLE NOU DE BENITATXELL (EL)",38.728482,0.161173
"CENTRE ESTRANGER XÀBIA INTERNATIONAL COLLEGE CANTALLOPS","centre docent privat estranger","priv.","XÀBIA",38.782304,0.150792
"CENTRO PRIV. ED. INF. 1ER CICLO EL JARDÍN DE LA ALEGRÍA","centre privat d'educació infantil de primer cicle","priv.","SAX",38.534996,-0.820675
"CIPFP DE DÉNIA","centre integrat públic de formació professional","púb.","DÉNIA",38.84708,0.092227
"CENTRE PRIV. ED. INF. 1ER CICLE GARABATOS NATURA","centre privat d'educació infantil de primer cicle","priv.","ALCOI",38.700653,-0.486661
"CENTRE ESTRANGER CENTRO EDUCACIÓN RUSIA","centre docent privat estranger","priv.","ALACANT",38.347414,-0.495026
"CENTRE ESTRANGER MAR DE ESTRELLAS","centre docent privat estranger","priv.","MUTXAMEL",38.415837,-0.480582
"CENTRE ESTRANGER EL MONTGÓ INTERNATIONAL WALDORF SCHOOL","centre docent privat estranger","priv.","XÀBIA",38.745184,0.209759
"CENTRE PRIV. ED. INF. 1ER CICLE BAMBI","centre privat d'educació infantil de primer cicle","priv.","PILAR DE LA HORADADA",37.863794,-0.796325
"CENTRE PRIV. ED. INF. 1ER CICLE INCLOU","centre privat d'educació infantil de primer cicle","priv.","ELX",38.264982,-0.700596
"CENTRE PRIV. ED. INF. 1ER CICLE SOMOS COLORES","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.37915,-0.429728
"CENTRO PRIV. ED. INF. 1ER CICLO GARABATTOS","centre privat d'educació infantil de primer cicle","priv.","VILLENA",38.62958,-0.862348
"ESCUELA PRIVADA DE MÚSICA LA ESPERANZA","escola privada de música","priv.","ASPE",38.340276,-0.764939
"CENTRO EXTRANJERO WILLOW INTERNATIONAL SCHOOL","centre docent privat estranger","priv.","ROJALES",38.052744,-0.707839
"CEIP NÚMERO 14","col·legi d'educació infantil i primària","púb.","TORREVIEJA",37.989842,-0.69074
"ESCOLA PRIVADA DE MÚSICA CANELOBRE","escola privada de música","priv.","BUSOT",38.484131,-0.416373
"ESCOLA PRIVADA DE MÚSICA CRESCENDO","escola privada de música","priv.","ALCOI",38.703405,-0.477542
"CENTRE PRIVAT FP MEDAC PASTORA","centre privat formació professional específica","priv.","ALACANT",38.372833,-0.501294
"CENTRE ESTRANGER ESPACIO VIVO SCHOOL","centre docent privat estranger","priv.","ELX",38.301058,-0.676104
"CEE PÚB. SAN MIGUEL DE SALINAS","centre d'educació especial","púb.","SAN MIGUEL DE SALINAS",37.974714,-0.789399
"CENTRE ESTRANGER VICTORIOUS INTERNATIONAL BRITISH SCHOOL","centre docent privat estranger","priv.","ALTEA",38.612096,-0.035961
"CRA ELS CALDERONS","col·legi rural agrupat","púb.","CAÑADA",38.67262,-0.81372
"EI 1ER CICLE RAMONA SIMÓN","escola infantil de primer cicle","púb.","NOVELDA",38.387367,-0.770865
"CENTRE PRIV. ED. INF. 1ER CICLE GRAN VIA PAU I","centre privat d'educació infantil de primer cicle","priv.","ALACANT",38.354771,-0.510945
"CENTRE PRIVAT FP MEDAC ELCHE","centre privat formació professional específica","priv.","ELX",38.280329,-0.71292
"CENTRE PRIV. ED. INF. 1ER CICLE EL MON DEL XIQUET","centre privat d'educació infantil de primer cicle","priv.","ELX",38.276958,-0.669397
"EI 1ER CICLE PONOIG","escola infantil de primer cicle","púb.","POLOP",38.612695,-0.135859
"CENTRE PRIV. ED. INF. 1ER CICLE ARIADNA PARRES","centre privat d'educació infantil de primer cicle","priv.","ELX",38.27385,-0.718836
"CEIP NÚMERO 15","col·legi d'educació infantil i primària","púb.","TORREVIEJA",37.995092,-0.691015
"CENTRE ESTRANGER LEVEL PROFESSIONAL","centre docent privat estranger","priv.","ALACANT",38.341197,-0.493297
"CEIP NÚMERO 56","col·legi d'educació infantil i primària","púb.","ALACANT",38.367107,-0.477621
